page,page_title,active_visitors
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 36.86Â°N and Longitude 76.29Â°W (Elev. 0 ft),13
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 39.18Â°N and Longitude 78.18Â°W (Elev. 801 ft),13
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 40.82Â°N and Longitude 96.68Â°W (Elev. 1214 ft),13
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 41.88Â°N and Longitude 87.62Â°W,13
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 42.29Â°N and Longitude 85.58Â°W (Elev. 781 ft),13
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 42.37Â°N and Longitude 71.13Â°W (Elev. 3 ft),13
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 43.07Â°N and Longitude 89.4Â°W (Elev. 879 ft),13
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 43.17Â°N and Longitude 77.63Â°W (Elev. 472 ft),13
ftc.gov/faq/consumer-protection/get-my-free-credit-report,Get My Free Credit Report | Federal Trade Commission,13
gsaadvantage.gov/advantage/s/search.do?db=0&searchtype=0&p=2,Search Results,13
help.usajobs.gov/index.php/sample_resume,Sample Resume - USAJOBS Help,13
irs.gov/advocate/local-taxpayer-advocate,Contact Your Local Taxpayer Advocate,13
irs.gov/businesses/small-businesses-&-self-employed/deducting-business-expenses,Deducting Business Expenses,13
irs.gov/credits-&-deductions/individuals/earned-income-tax-credit/do-i-qualify-for-earned-income-tax-credit-eitc,Do I Qualify for EITC?,13
"irs.gov/credits-&-deductions/individuals/earned-income-tax-credit/eitc,-earned-income-tax-credit,-questions-and-answers","EITC, Earned Income Tax Credit, Questions and Answers",13
irs.gov/for-tax-pros/software-developers/information-returns/affordable-care-act-information-return-air-program,Affordable Care Act Information Returns (AIR) Program,13
irs.gov/help-&-resources/tools-&-faqs/faqs-for-individuals/frequently-asked-tax-questions-&-answers/irs-procedures/address-changes/address-changes,Address Changes,13
irs.gov/individuals/first-time-homebuyer-credit-account-look-up,First Time Homebuyer Credit Account Look-up,13
irs.gov/publications/p17/ch20.html,"Publication 17 (2015), Your Federal Income Tax",13
irs.gov/publications/p530/ar02.html,"Publication 530 (2015), Tax Information for Homeowners",13
irs.gov/publications/p590a/ch01.html,"Publication 590-A (2015), Contributions to Individual Retirement Arrangements (IRAs)",13
irs.gov/publications/p946/ch04.html,"Publication 946 (2015), How To Depreciate Property",13
"irs.gov/retirement-plans/plan-participant,-employee/retirement-topics-required-minimum-distributions-(rmds)",Retirement Topics - Required Minimum Distributions (RMDs),13
"irs.gov/retirement-plans/plan-participant,-employee/rollovers-of-retirement-plan-and-ira-distributions",Rollovers of Retirement Plan and IRA Distributions,13
irs.gov/taxtopics/tc151.html,Tax Topics - Topic 151 Your Appeal Rights,13
irs.gov/taxtopics/tc506.html,Tax Topics - Topic 506 Charitable Contributions,13
irs.gov/taxtopics/tc701.html,Tax Topics - Topic 701 Sale of Your Home,13
irs.gov/uac/contact-my-local-office-in-florida,Contact My Local Office in Florida,13
nces.ed.gov/ccd/schoolsearch/,Search for Public Schools,13
nist.gov/,National Institute of Standards and Technology,13
nlm.nih.gov/medlineplus/ency/article/003097.htm,Swollen lymph nodes: MedlinePlus Medical Encyclopedia,13
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a682279-es.html,Clonazepam: MedlinePlus medicinas,13
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a690002-es.html,Fluconazol: MedlinePlus medicinas,13
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a698026-es.html,Cetirizina: MedlinePlus medicinas,13
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a699015-es.html,Sildenafil: MedlinePlus medicinas,13
nlm.nih.gov/medlineplus/spanish/ency/article/000386.htm,Bajo nivel de azÃºcar en la sangre: MedlinePlus enciclopedia mÃ©dica,13
nlm.nih.gov/medlineplus/spanish/ency/article/000584.htm,Anemia ferropÃ©nica: MedlinePlus enciclopedia mÃ©dica,13
nlm.nih.gov/medlineplus/spanish/ency/article/000895.htm,Embarazo ectÃ_pico: MedlinePlus enciclopedia mÃ©dica,13
nlm.nih.gov/medlineplus/spanish/ency/article/003106.htm,Hemorragia nasal: MedlinePlus enciclopedia mÃ©dica,13
nlm.nih.gov/medlineplus/spanish/ency/article/003187.htm,Dolor de rodilla: MedlinePlus enciclopedia mÃ©dica,13
nps.gov/grca/index.htm,Grand Canyon National Park (U.S. National Park Service),13
oceanservice.noaa.gov/facts/cyclone.html,"What is the difference between a hurricane, a cyclone, and a typhoon?",13
onboarding.usastaffing.gov/pdf/previewdocument.aspx,Onboarding Manager Selectee,13
opm.gov/policy-data-oversight/classification-qualifications/classifying-general-schedule-positions/,Classifying General Schedule Positions,13
osha.gov/pls/oshaweb/owadisp.show_document?p_table=standards&p_id=10099,Hazard Communication. - 1910.1200,13
pafc.arh.noaa.gov/index.php?index=anctext,"National Weather Service, Anchorage Forecast Office",13
public-prod-elis2.uscis.dhs.gov/efile/app/app/#!/dyn/customer/home,USCIS - home,13
quickfacts.census.gov/qfd/index.html,State and County QuickFacts,13
socialsecurity.gov/employer/bsohbnew.htm,Electronic W-2 Filing User Handbook,13
spc.noaa.gov/exper/soundings/,Storm Prediction Center - Sounding Analysis Archive,13
ssa.gov/planners/retire/ageincrease.html,Retirement Age Calculator,13
step.state.gov/step/,Smart Traveler Enrollment Program,13
training.fema.gov/is/courseoverview.aspx?code=is-200.b,FEMA - Emergency Management Institute (EMI) Course | IS-200.B: ICS for Single Resources and Initial Action Incidents,13
travel.state.gov/content/passports/en/passports/faqs.html,Frequently Asked Questions,13
travel.state.gov/content/passports/en/passports/information/card.html,Passport Card,13
travel.state.gov/content/visas/en/visit.html,Tourism & Visit,13
usa.gov/replace-vital-documents,Replace Your Vital Records | USA.gov,13
uscis.gov/g-28,Notice of Entry of Appearance as Attorney or Accredited Representative | USCIS,13
uscis.gov/i-589,Application for Asylum and for Withholding of Removal | USCIS,13
uscis.gov/i-693,Report of Medical Examination and Vaccination Record | USCIS,13
uscis.gov/us-citizenship/citizenship-through-naturalization/guide-naturalization,A Guide to Naturalization | USCIS,13
usmint.gov/,The United States Mint,13
uspto.gov/patents-getting-started/general-information-concerning-patents,General Information Concerning Patents | USPTO,13
water.weather.gov/precip/,AHPS Precipitation Analysis,13
weather.gov/dtx/?n=weather_preparedness,"Detroit/Pontiac, MI",13
weather.gov/gid/,"Hastings, NE",13
weather.gov/lot/dsswinter,NWS Chicago Decision Support Briefing - Winter,13
weather.gov/lot/lsr_summary,***Latest Snowfall Reports***,13
weather.gov/lwx.,NOAA National Weather Service,13
whitehouse.gov/1600/presidents,The Presidents | whitehouse.gov,13
whitehouse.gov/scotus,The Supreme Court Nominations | The White House,13
wrh.noaa.gov/slc/,National Weather Service - NWS Salt Lake City,13
1010ez.med.va.gov/,Apply For Your VA Health Benefits or Update Your Information - Veterans Health Administration,12
apod.nasa.gov/apod/archivepix.html,Astronomy Picture of the Day Archive,12
apps.irs.gov/app/fatcaffilist/flu.jsf,Fatca Lookup Search Page,12
apps.irs.gov/app/picklist/list/formspublications.html?value=8949&criteria=formnumber&submitsearch=find,Forms and Publications (PDF),12
apps.irs.gov/app/picklist/list/formspublications.html?value=schedule+c&criteria=formnumber&submitsearch=find,Forms and Publications (PDF),12
apps.irs.gov/app/scripts/exit.jsp?dest=https://click.google-analytics.com/redirect?tid=ua-27043792-2&url=https://itunes.apple.com/us/app/irs2go/id414113282&aid=gov.irs.irs2go&cs=irspup&cm=landing-page,IRS Disclaimer,12
archives.gov/exhibits/charters/constitution_amendments_11-27.html,The Constitution of the United States: Amendments 11-27,12
archives.gov/federal-register/electoral-college/about.html,"U. S. Electoral College, Official - What is the Electoral College?",12
assignment.uspto.gov/,Assignment Search â€“ USPTO,12
bea.gov/newsreleases/national/gdp/gdpnewsrelease.htm,News Release: Gross Domestic Product,12
benefits.va.gov/gibill/resources/benefits_resources/rates/ch33/ch33rates080115.asp,"Post-9/11 GI Bill (Chapter 33) Payment Rates for 2015 Academic Year (August 1, 2015 - July 31, 2016) - Education and Training",12
bls.gov/ooh/healthcare/home.htm,Healthcare Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,12
bls.gov/ooh/protective-service/police-and-detectives.htm,Police and Detectives : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,12
cbp.gov/trade/automated,ACE and Automated Systems | U.S. Customs and Border Protection,12
cbp.gov/trade/basic-import-export/importing-car,Importing a Motor Vehicle | U.S. Customs and Border Protection,12
cdc.gov/concussion/headsup/training/index.html,Heads Up Concussion,12
cdc.gov/features/tbsymptoms/,Tuberculosis (TB) Disease: Symptoms & Risk Factors | Features | CDC,12
cdc.gov/meningitis/bacterial.html,Meningitis | About Bacterial Meningitis Infection | CDC,12
cdc.gov/meningitis/index.html,Meningitis | Home | CDC,12
cdc.gov/std/herpes/stdfact-herpes-detailed.htm,STD Facts - Genital Herpes (Detailed version),12
cdc.gov/vaccines/hcp/vis/index.html,Vaccine Information Statement | Home | VIS | CDC,12
cdc.gov/zika/prevention/,Prevention | Zika virus | CDC,12
ceac.state.gov/genniv/common/email.aspx,Nonimmigrant - Email,12
ceac.state.gov/genniv/common/instructions.aspx,Consular Electronic Application Center - Instructions,12
ceac.state.gov/genniv/common/sessiontimedout.aspx,Consular Electronic Application Center - Session Timed Out,12
ceac.state.gov/genniv/common/sessiontimedout.aspx?cul=es-mx,Consular Electronic Application Center - Session Timed Out,12
ceac.state.gov/genniv/general/esign/complete_done.aspx,Nonimmigrant Visa - Confirmation Page,12
ceac.state.gov/genniv/general/photo/photo_confirmphoto.aspx?node=confirmphoto&save=,Nonimmigrant Visa - Confirm Photo,12
ceac.state.gov/ivapp/ivapp/complete/complete_previousustravel.aspx?node=previousustravel,Immigrant Visa - Previous U.S. Travel Information,12
ceac.state.gov/ivapp/ivapp/esign/complete_done.aspx?node=done,Immigrant Visa and Alien Registration - Confirmation Page,12
consumer.ftc.gov/articles/0275-place-fraud-alert,Place a Fraud Alert | Consumer Information,12
cpsc.gov/,CPSC Home | CPSC.gov,12
direct.ed.gov/,Federal Direct Loans,12
disability.gov/,"Disability.gov - Welcome to Disability.gov, the federal government website that provides quick access to national and local resources for people with disabilities, their families, friends and organizations that serve them.",12
dol.gov/whd/fmla/fmla-faqs.htm,FAQs: FMLA - Wage and Hour Division (WHD) - U.S. Department of Labor,12
eauth.va.gov/ebenefits/coe,Certificate of Eligibility - eBenefits,12
egov.uscis.gov/casestatus/logon.do,myUSCIS - Login,12
egov.uscis.gov/casestatus/timeout.do,myUSCIS,12
epa.gov/epcra/tier2-submit-software,Tier2 Submit Software | Emergency Planning and Community Right-to-Know Act (EPCRA) | US EPA,12
epa.gov/sites/production/files/widgets/lead-safe-certification.html,Protect Your Family. Look for the Logo. | US EPA,12
espanol.cdc.gov/enes/flu/protect/keyfacts.htm,Datos de la vacuna contra la influenza estacional | Influenza estacional | CDC,12
fai.gov/drupal/content/faitas-limited-access,FAITAS Limited Access | FAI Home Page,12
faq.ssa.gov/ics/support/kbanswer.asp?questionid=3704,Selected Topic,12
fbo.gov/index?s=opportunity&mode=list&tab=watch,Watched Opportunities - Federal Business Opportunities: Opportunities,12
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 35.05Â°N and Longitude 78.87Â°W (Elev. 79 ft),12
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 35.21Â°N and Longitude 80.84Â°W (Elev. 656 ft),12
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 35.9Â°N and Longitude 79.05Â°W (Elev. 499 ft),12
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 35.9Â°N and Longitude 79.08Â°W (Elev. 400 ft),12
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 38.3Â°N and Longitude 77.44Â°W (Elev. 105 ft),12
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 38.89Â°N and Longitude 77.25Â°W (Elev. 348 ft),12
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 38.91Â°N and Longitude 77.05Â°W (Elev. 89 ft),12
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 39.45Â°N and Longitude 77.97Â°W (Elev. 410 ft),12
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 43.62Â°N and Longitude 116.22Â°W (Elev. 2710 ft),12
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 44.75Â°N and Longitude 85.62Â°W (Elev. 597 ft),12
ftc.gov/enforcement/rules/rulemaking-regulatory-reform-proceedings/fair-debt-collection-practices-act-text,Fair Debt Collection Practices Act | Federal Trade Commission,12
gsaadvantage.gov/advantage/cart/addcart.do,Shopping Cart,12
internal-prod-elis2.uscis.dhs.gov/internalapp/app/,USCIS - Adjudication,12
iris.custhelp.com/,Support Home Page,12
irs.gov/businesses/small-businesses-&-self-employed/estimated-taxes,Estimated Taxes,12
irs.gov/businesses/small-businesses-&-self-employed/single-member-limited-liability-companies,Single Member Limited Liability Companies,12
irs.gov/help-&-resources/tools-&-faqs/faqs-for-individuals/frequently-asked-tax-questions-&-answers/irs-procedures/refund-inquiries/refund-inquiries-18,Refund Inquiries,12
irs.gov/individuals/about wheres my refund,"About ""Where's My Refund?""",12
irs.gov/publications/p17/ch02.html,"Publication 17 (2015), Your Federal Income Tax",12
irs.gov/publications/p521/ar02.html,"Publication 521 (2015), Moving Expenses",12
irs.gov/publications/p587/ar02.html,"Publication 587 (2015), Business Use of Your Home",12
"irs.gov/spanish/tema-152,-informaciÃ_n-sobre-reembolsos","Tema 152, InformaciÃ_n sobre reembolsos",12
irs.gov/uac/about-form-w2c,"Form W-2c, Corrected Wage and Tax Statements",12
irs.gov/uac/before-starting-free-file-fillable-forms,Before Starting Free File Fillable Forms,12
irs.gov/uac/contact-my-local-office-in-illinois,Contact My Local Office in Illinois,12
"irs.gov/uac/form-5695,-residential-energy-credits","Form 5695, Residential Energy Credits",12
"irs.gov/uac/form-8379,--injured-spouse-allocation","Form 8379, Injured Spouse Allocation",12
irs.gov/uac/services-provided-six,Services Provided,12
li-public.fmcsa.dot.gov/liview/pkg_registration.prc_option,Registration Options,12
mars.nasa.gov/allaboutmars/facts/,Mars Facts,12
mobile.arc.nasa.gov/public/iexplore/missions/pages/85.htm,NASA's Consolidated Launch Schedule,12
myhealth.va.gov/mhv-portal-web/mhv.portal?_nfpb=true&_nfto=false&_pagelabel=mhvhome,My HealtheVet,12
myhealth.va.gov/mhv-portal-web/mhv.portal?_nfpb=true&_pagelabel=refillprescriptions&_windowlabel=activeprescription&activeprescription_actionoverride=/gov/va/med/mhv/rxrefill/portlet/resetviewlistaction&activeprescriptionpagenum=2,My HealtheVet,12
myhealthevet.va.gov/mhv-portal-web/mhv.portal?_nfpb=true&_nfto=false&_pagelabel=securemessagingpage,My HealtheVet,12
myhealthevet.va.gov/mhv-portal-web/mhv.portal?_nfpb=true&_pagelabel=refillprescriptions,My HealtheVet,12
myra.gov/,myRA (my Retirement Account) | Home,12
nasa.gov/audience/forkids/kidsclub/flash/index.html,NASA Kids Club | NASA,12
nasa.gov/exploration/systems/sls/michoud-to-complete-sls-core-stage-welding-in-2016/,Tools and Talent at Michoud to Complete SLS Core Stage Welding in 2016 | NASA,12
nasa.gov/index.html,NASA,12
nature.nps.gov/air/webcams/parks/grsmcam/grsmcam.cfm,National Park Service,12
niddk.nih.gov/health-information/informacion-de-la-salud/enfermedades-urologicas/lo-que-usted-debe-saber-sobre-los-problemas-de-la-prÃ_stata/pages/lo-que-usted-debe-saber-sobre-los-problemas-de-la-prÃ_stata.aspx,Lo que usted debe saber sobre los problemas de la prÃ_stata | National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),12
nlm.nih.gov/medlineplus/ency/article/003116.htm,Painful swallowing: MedlinePlus Medical Encyclopedia,12
nlm.nih.gov/medlineplus/mplusdictionary.html,Medical Dictionary: MedlinePlus,12
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a600014-es.html,Montelukast: MedlinePlus medicinas,12
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a682237-es.html,Carbamazepina: MedlinePlus medicinas,12
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a682799-es.html,Betametasona tÃ_pica: MedlinePlus medicinas,12
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a694007-es.html,Gabapentina: MedlinePlus medicinas,12
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a696005-es.html,Metformina: MedlinePlus medicinas,12
nlm.nih.gov/medlineplus/spanish/druginfo/natural/965.html,Tiamina (vitamina B1): MedlinePlus suplementos,12
nlm.nih.gov/medlineplus/spanish/ency/article/000501.htm,Insuficiencia renal aguda: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/000709.htm,MigraÃ±a: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/000858.htm,ZÃ_ster: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/002208.htm,Medicamentos de venta libre: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/002341.htm,Signos vitales: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/002403.htm,Vitamina B12: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/003272.htm,Microcefalia: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/003646.htm,Hematocrito: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/003647.htm,Conteo de plaquetas: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/eyediseases.html,Enfermedades de los ojos: MedlinePlus en espaÃ±ol,12
nps.gov/deva/learn/nature/wildflowers.htm,Wildflowers - Death Valley National Park (U.S. National Park Service),12
nps.gov/deva/planyourvisit/camping.htm,Camping - Death Valley National Park (U.S. National Park Service),12
nps.gov/moru/index.htm,Mount Rushmore National Memorial (U.S. National Park Service),12
nps.gov/yose/planyourvisit/conditions.htm,Current Conditions - Yosemite National Park (U.S. National Park Service),12
oceanexplorer.noaa.gov/facts/plate-boundaries.html,What are the different types of plate tectonic boundaries?,12
oig.justice.gov/,USDOJ Office of the Inspector General (OIG),12
opm.gov/cybersecurity,Cybersecurity Resource Center,12
opm.gov/retirement-services/my-annuity-and-benefits/services-online/,My Annuity and Benefits : Services Online - OPM.gov,12
osha.gov/dte/outreach/construction/focus_four/index.html,OSHA Outreach Training Program - Construction Industry,12
osha.gov/pls/imis/sicsearch.html,Standard Industrial Classification (SIC) System Search,12
pafc.arh.noaa.gov/,"National Weather Service, Anchorage Forecast Office",12
portal.hud.gov/hudportal/hud?src=/press/press_releases_media_advisories/2016/hudno_16-019,HUDNo_16-019,12
portal.hud.gov/hudportal/hud?src=/program_offices/housing/sfh/handbook_4000-1,SFH Handbook 4000.1,12
regulations.gov/,Regulations.gov - Comment,12
sba.gov/content/what-state-licenses-and-permits-does-your-business-need,What State Licenses and Permits Does Your Business Need? | The U.S. Small Business Administration | SBA.gov,12
secure.rrb.gov/,United States Railroad Retirement Board Home Page,12
socialsecurity.gov/gso/gsowelcome.htm,Government to Government Services Online,12
spotthestation.nasa.gov/sightings/view.cfm?country=united_kingdom&region=england&city=london,"London, England, United Kingdom | Sighting Opportunity | Spot The Station | NASA",12
ssa.gov/employer/,Employer W-2 Filing Instructions & Information,12
ssa.gov/oact/anypia/index.html,Benefit Calculators,12
ssa.gov/planners/retire/whileworking.html,Retirement Planner: Getting Benefits While Working,12
studentaid.ed.gov/sa/?login=true,Federal Student Aid,12
studentaid.ed.gov/sa/repay-loans/forgiveness-cancellation/disability-discharge,Total and Permanent Disability Discharge | Federal Student Aid,12
studentaid.ed.gov/sa/repay-loans/understand/servicers,Loan Servicers | Federal Student Aid,12
travel.state.gov/content/passports/en/passports/photos/photo-examples.html,Passport Photo Examples,12
travel.state.gov/content/visas/en/contact.html,Contact Us,12
travel.state.gov/content/visas/en/immigrate/immigrant-process/documents/submit_documents.html,Submit Documents to the NVC,12
travel.state.gov/content/visas/en/immigrate/immigrant-process/documents/submit_visa_application.html,Submit Visa Application Form,12
treasury.gov/about/organizational-structure/offices/pages/office-of-foreign-assets-control.aspx,Office of Foreign Assets Control (OFAC),12
usahire.opm.gov/do/g2allpurpose1,USA Hire,12
usajobs.gov/jobsearch/search/advancedsearch,Advanced Search,12
usajobs.gov/studentsandgrads/,USAJOBS - Student Jobs,12
uscis.gov/addresschange,Change of Address Information | USCIS,12
uscis.gov/green-card/green-card-through-family/green-card-immediate-relative-us-citizen,Green Card for an Immediate Relative of a U.S. Citizen | USCIS,12
usgs.gov/water/,Water Resources of the United States: U.S. Geological Survey,12
va.gov/opa/choiceact/,"Veterans Access, Choice and Accountability Act | About the Program",12
vets.gov/gi-bill-comparison-tool,GI Bill Comparison Tool - Vets.gov,12
weather.gov/arx/,"La Crosse, WI",12
weather.gov/dvn/,"Quad Cities, IA/IL",12
whitehouse.gov/blog/2016/02/19/photos-black-history-month-white-house,In Photos: Black History Month at the White House | whitehouse.gov,12
ada.gov/service_animals_2010.htm,Revised ADA Requirements: Service Animals,11
apps.irs.gov/app/picklist/list/formspublications.html?value=schedule+d&criteria=formnumber&submitsearch=find,Forms and Publications (PDF),11
apps.irs.gov/app/scripts/exit.jsp?dest=http://www.eztaxreturn.com/alliance2016,IRS Disclaimer,11
apps.irs.gov/app/scripts/exit.jsp?dest=https://myra.gov/,IRS Disclaimer,11
bis.doc.gov/,BIS Website,11
bls.gov/bls/newsrels.htm,Economic News Releases,11
bls.gov/oes/current/oes_nat.htm,May 2014 National Occupational Employment and Wage Estimates,11
"catalog.archives.gov/search?rows=20&offset=0&tabtype=all&facet=true&facet.fields=oldscope,level,materialstype,fileformat,locationids,daterangefacet&highlight=true",The National Archives Catalog,11
catalog.usmint.gov/shop/coins/,Coins Gold Silver Collectible | US Mint Catalog Online,11
cdc.gov/chikungunya/,Chikungunya virus | CDC,11
cdc.gov/dengue/,CDC - Dengue,11
cdc.gov/epstein-barr/about-ebv.html,Epstein-barr | Mononucleosis | About Virus | Mono | CDC,11
cdc.gov/growthcharts/who_charts.htm,Growth Charts - WHO Child Growth Standards,11
cdc.gov/healthyweight/assessing/bmi/adult_bmi/,About Adult BMI | Healthy Weight | DNPAO | CDC,11
cdc.gov/mmwr/preview/mmwrhtml/mm6450a3.htm?s_cid=mm6450a3_w,"Increases in Drug and Opioid Overdose Deaths â€” United States, 2000â€“2014",11
cdc.gov/std/spanish/tricomoniasis/stdfact-trichomoniasis-s.htm,Tricomoniasis - Enfermedades de transmisiÃ_n sexual,11
cdc.gov/vaccines/schedules/hcp/adult.html,Adult Immunization Schedules and Tools for Providers | CDC,11
cdc.gov/zika/fs-posters/index.html,Fact Sheets and Posters | Zika virus | CDC,11
cdc.gov/zika/hc-providers/diagnostic.html,Diagnostic Testing | Zika virus | CDC,11
cdc.gov/zika/hc-providers/index.html,For Health Care Providers | Zika virus | CDC,11
cdc.gov/zika/hc-providers/qa-pediatrician.html,QA: Infants and Zika Virus Infection | Zika virus | CDC,11
ceac.state.gov/genniv/general/review/review_reviewsecurity.aspx?node=reviewsecurity,Nonimmigrant Visa - Review Security Information,11
ceac.state.gov/ivapp/ivapp/complete/complete_contact2.aspx?node=addressphone2,Immigrant Visa - Mailing and Permanent Address Information,11
ceac.state.gov/ivapp/ivapp/review/review_reviewpersonal.aspx?node=reviewpersonal,"Immigrant Visa - Review Personal, Address, and Phone",11
choosemyplate.gov/games,Games | Choose MyPlate,11
climate.nasa.gov/effects/,Climate Change: Vital Signs of the Planet: Effects,11
consumer.ftc.gov/articles/0133-cell-phones-and-do-not-call-registry,Cell Phones and The Do Not Call Registry | Consumer Information,11
consumer.ftc.gov/articles/0149-debt-collection,Debt Collection | Consumer Information,11
consumerfinance.gov/learnmore/,Learn more > Consumer Financial Protection Bureau,11
dailymed.nlm.nih.gov/dailymed/index.cfm,DailyMed,11
defense.gov/media/photo-gallery?igphoto=2001458432&source=govdelivery,U.S. DEPARTMENT OF DEFENSE > Media > Photo Gallery,11
dhs.gov/trusted-traveler-programs,Trusted Traveler Programs | Homeland Security,11
dol.gov/whd/,Wage and Hour Division (WHD) - U.S. Department of Labor,11
dol.gov/whd/flsa/,Compliance Assistance - Wages and the Fair Labor Standards Act (FLSA) - Wage and Hour Division (WHD) - U.S. Department of Labor,11
dol.gov/whd/minwage/america.htm,Minimum Wage Laws in the States - Wage and Hour Division (WHD) - U.S. Department of Labor,11
dol.gov/whd/overtime/nprm2015/factsheet.htm,Overtime NPRM - WHD Fact Sheet - U.S. Department of Labor - Wage and Hour Division (WHD),11
dol.gov/whd/regs/compliance/1421.htm,The Family and Medical Leave Act - Wage and Hour Division (WHD) - U.S. Department of Labor,11
drugabuse.gov/es/publicaciones/serie-de-reportes/la-marihuana/cuÃ¡les-son-los-efectos-de-la-marihuana-en-el-cerebro-a-largo-plazo,Â¿CuÃ¡les son los efectos de la marihuana en el cerebro a largo plazo? | National Institute on Drug Abuse (NIDA),11
drugabuse.gov/publications/drugfacts/heroin,DrugFacts: Heroin | National Institute on Drug Abuse (NIDA),11
earthquake.usgs.gov/earthquakes/map/,"1 Day, All Magnitudes Worldwide",11
eauth.va.gov/ebenefits/homepage,Home - eBenefits,11
eauth.va.gov/ebenefits/manage/compensation,Manage Compensation Benefits - eBenefits,11
eauth.va.gov/wssweb/wss-common-webparts/mvc/viewpersonalcontactinfo,Page Template - Release 3.2 Redesign - eBenefits,11
ebuy.gsa.gov/advantage/ebuy/seller/active_rfqs.do,GSA Advantage! eBuy Active RFQs,11
egov.uscis.gov/casestatus/landing.do,myUSCIS - Busque el Estado de Caso,11
egov.uscis.gov/casestatus/portfoliocustomerprocess.do,myUSCIS - My Cases,11
egypt.usembassy.gov/mobile//hr.html,"Job Opportunities | Cairo, Egypt - Embassy of the United States",11
energy.gov/articles/us-department-energy-launches-40-million-effort-improve-materials-clean-energy-solutions,U.S. Department of Energy Launches $40 Million Effort to Improve Materials for Clean Energy Solutions | Department of Energy,11
energy.gov/eere/wind/how-do-wind-turbines-work,How Do Wind Turbines Work? | Department of Energy,11
energystar.gov/about/federal_tax_credits,Federal Income Tax Credits for Energy Efficiency | About ENERGY STAR | ENERGY STAR,11
faa.gov/uas/legislative_programs/section_333/333_authorizations/,Authorizations Granted Via Section 333 Exemptions,11
fda.gov/aboutfda/workingatfda/fellowshipinternshipgraduatefacultyprograms/commissionersfellowshipprogram/ucm433673.htm,Commissioner's Fellowship Program > Class of 2016 Preceptors by FDA Regulatory Science Priority Areas and by FDA Product Center and Office,11
fda.gov/default.htm,U S Food and Drug Administration Home Page,11
fda.gov/drugs/informationondrugs/ucm412998.htm,Drug Approvals and Databases > Drug Trials Snapshots,11
fda.gov/food/ingredientspackaginglabeling/foodadditivesingredients/ucm397725.htm,Food Additives & Ingredients > Additional Information about High-Intensity Sweeteners Permitted for use in Food in the United States,11
fda.gov/food/ingredientspackaginglabeling/labelingnutrition/ucm274593.htm,Labeling & Nutrition > How to Understand and Use the Nutrition Facts Label,11
fda.gov/food/recallsoutbreaksemergencies/outbreaks/ucm470410.htm,Outbreaks > FDA Investigates Multistate Outbreak of E. coli O26 Infections Linked to Chipotle Mexican Grill Restaurants,11
fda.gov/medicaldevices/deviceregulationandguidance/databases/default.htm,Medical Device Databases,11
fmcsa.dot.gov/registration/updating-your-registration,Updating Your Registration or Authority | Federal Motor Carrier Safety Administration,11
